fname,liveness_score
569.mp4,0.9603271484375
574.mp4,0.034958772361278534
578.mp4,0.929126501083374
581.mp4,0.004972877446562052
586.mp4,0.6838343739509583
592.mp4,0.8938801288604736
607.mp4,0.9731916189193726
616.mp4,0.8695461750030518
621.mp4,0.7899527549743652
626.mp4,0.9810925722122192
634.mp4,0.9762324094772339
638.mp4,0.010212322697043419
647.mp4,0.029169553890824318
648.mp4,0.050181448459625244
659.mp4,0.6092227697372437
660.mp4,0.049816153943538666
661.mp4,0.44714945554733276
666.mp4,0.8045561909675598
672.mp4,0.7867518663406372
677.mp4,0.003188153263181448
680.mp4,0.21487024426460266
683.mp4,0.06342627108097076
689.mp4,0.009566759690642357
696.mp4,0.8374125957489014
703.mp4,0.10405421257019043
705.mp4,0.34299418330192566
707.mp4,0.747391939163208
708.mp4,0.21836495399475098
714.mp4,0.07703661918640137
717.mp4,0.9951354265213013
722.mp4,0.8673663139343262
724.mp4,0.9812414646148682
731.mp4,0.9718915224075317
733.mp4,0.9825051426887512
740.mp4,0.9662202596664429
748.mp4,0.8794776201248169
757.mp4,0.08827480673789978
760.mp4,0.773878812789917
762.mp4,0.00497020548209548
766.mp4,0.9835740327835083
770.mp4,0.9846984148025513
773.mp4,0.020983397960662842
776.mp4,0.5568863153457642
777.mp4,0.9906214475631714
786.mp4,0.23684868216514587
790.mp4,0.9586246013641357
794.mp4,0.5250926613807678
799.mp4,0.2918735146522522
808.mp4,0.7070754766464233
828.mp4,0.9655300378799438
830.mp4,0.9273422360420227
832.mp4,0.07059933245182037
841.mp4,0.05122558772563934
843.mp4,0.9833176136016846
853.mp4,0.029746834188699722
857.mp4,0.9690181016921997
861.mp4,0.921781063079834
867.mp4,0.9144924879074097
872.mp4,0.9972013235092163
876.mp4,0.11606167256832123
879.mp4,0.5985184907913208
880.mp4,0.595899224281311
881.mp4,0.9919438362121582
882.mp4,0.9782360196113586
884.mp4,0.03221457079052925
891.mp4,0.9960769414901733
892.mp4,0.9899155497550964
901.mp4,0.9974399209022522
902.mp4,0.9603271484375
916.mp4,0.19481691718101501
917.mp4,0.9806228876113892
919.mp4,0.9834575057029724
925.mp4,0.013253610581159592
933.mp4,0.9717771410942078
935.mp4,0.9385154247283936
944.mp4,0.5893834829330444
953.mp4,0.018827447667717934
957.mp4,0.6315035820007324
959.mp4,0.003096864791586995
960.mp4,0.007145370822399855
962.mp4,0.9802887439727783
965.mp4,0.8589555025100708
966.mp4,0.9809102416038513
972.mp4,0.03623109683394432
973.mp4,0.9945135116577148
979.mp4,0.9569095373153687
981.mp4,0.985602617263794
983.mp4,0.9884706735610962
1001.mp4,0.90770423412323
1005.mp4,0.879338264465332
1022.mp4,0.8585847020149231
1023.mp4,0.9872068166732788
1045.mp4,0.16268375515937805
1048.mp4,0.8475337624549866
1049.mp4,0.009951315820217133
1062.mp4,0.2433127909898758
1079.mp4,0.8335595726966858
1092.mp4,0.9844095706939697
1102.mp4,0.0372653491795063
1116.mp4,0.9475982189178467
1122.mp4,0.9765725135803223
1132.mp4,0.5200196504592896
1133.mp4,0.034909024834632874
1141.mp4,0.01636473834514618
1151.mp4,0.9766778349876404
1155.mp4,0.11620178818702698
1156.mp4,0.9704988598823547
1159.mp4,0.015542969107627869
1178.mp4,0.9341781139373779
1180.mp4,0.04681839793920517
1187.mp4,0.9623160362243652
1201.mp4,0.9884916543960571
1208.mp4,0.970741868019104
1214.mp4,0.9560956358909607
1220.mp4,0.009028125554323196
1224.mp4,0.011817097663879395
1227.mp4,0.07769269496202469
1239.mp4,0.9480466842651367
1243.mp4,0.2805684506893158
1246.mp4,0.7021385431289673
1247.mp4,0.9596268534660339
1249.mp4,0.9929426908493042
1255.mp4,0.007481777109205723
1258.mp4,0.22852060198783875
1259.mp4,0.9494481086730957
1261.mp4,0.1898326873779297
1266.mp4,0.16780439019203186
1268.mp4,0.8837474584579468
1271.mp4,0.986279308795929
1272.mp4,0.11352114379405975
1276.mp4,0.09680595248937607
1282.mp4,0.11796490848064423
1284.mp4,0.741251528263092
1287.mp4,0.9962586164474487
1291.mp4,0.021045196801424026
1295.mp4,0.0015473742969334126
1298.mp4,0.04829826205968857
1299.mp4,0.9637612700462341
1305.mp4,0.029160328209400177
1310.mp4,0.005387520417571068
1311.mp4,0.5413321256637573
1316.mp4,0.11893858015537262
1327.mp4,0.033745963126420975
1332.mp4,0.03506457805633545
1334.mp4,0.017395667731761932
1335.mp4,0.9962880611419678
1338.mp4,0.9514397382736206
1340.mp4,0.22279618680477142
1346.mp4,0.8714708089828491
1348.mp4,0.9979875087738037
1355.mp4,0.022084198892116547
1379.mp4,0.23726367950439453
1387.mp4,0.04679332673549652
1391.mp4,0.9840261936187744
1392.mp4,0.013732174411416054
1393.mp4,0.9960803389549255
1402.mp4,0.8707432150840759
1405.mp4,0.9981756806373596
1408.mp4,0.014125477522611618
1414.mp4,0.8200336694717407
1426.mp4,0.05080351233482361
1429.mp4,0.6829081773757935
1439.mp4,0.7053840160369873
1440.mp4,0.22546087205410004
1442.mp4,0.9756993055343628
1451.mp4,0.05166027694940567
1455.mp4,0.02996145747601986
1462.mp4,0.9930944442749023
1471.mp4,0.24154812097549438
1474.mp4,0.9742014408111572
1481.mp4,0.13423559069633484
1495.mp4,0.0032625175081193447
1496.mp4,0.06214968115091324
1499.mp4,0.22546087205410004
1502.mp4,0.12272115796804428
1506.mp4,0.9775263667106628
1511.mp4,0.060836054384708405
1512.mp4,0.8647832274436951
1514.mp4,0.01626286283135414
1517.mp4,0.26911860704421997
1519.mp4,0.9040809869766235
1525.mp4,0.01709602400660515
1527.mp4,0.0357368066906929
1530.mp4,0.1381489634513855
1536.mp4,0.9982163906097412
1537.mp4,0.21300813555717468
1545.mp4,0.745043158531189
1548.mp4,0.9897084832191467
1558.mp4,0.9929071664810181
1560.mp4,0.016125556081533432
1561.mp4,0.9932960271835327
1563.mp4,0.1379714012145996
1566.mp4,0.005811510607600212
1571.mp4,0.993777871131897
1586.mp4,0.11350763589143753
1589.mp4,0.9908947944641113
1595.mp4,0.9945846796035767
1600.mp4,0.0819496437907219
1613.mp4,0.9920803904533386
1616.mp4,0.00799580104649067
1631.mp4,0.0900273248553276
1632.mp4,0.9402706623077393
1634.mp4,0.22793716192245483
1638.mp4,0.018204273656010628
1643.mp4,0.9852591156959534
1648.mp4,0.98804771900177
1662.mp4,0.6515008211135864
1673.mp4,0.9443354606628418
1677.mp4,0.01630641520023346
1678.mp4,0.862461507320404
1682.mp4,0.8124097585678101
1685.mp4,0.020390290766954422
1686.mp4,0.24673579633235931
1700.mp4,0.17726199328899384
1708.mp4,0.9734081029891968
1709.mp4,0.9843396544456482
1723.mp4,0.005333499517291784
1744.mp4,0.34299418330192566
1745.mp4,0.5744653940200806
1747.mp4,0.9967098236083984
1753.mp4,0.969965934753418
1755.mp4,0.9984098076820374
1759.mp4,0.6760579347610474
1764.mp4,0.5285043716430664
1780.mp4,0.010908503085374832
1784.mp4,0.0189034566283226
1792.mp4,0.9957452416419983
1793.mp4,0.7038584351539612
1798.mp4,0.025198310613632202
1800.mp4,0.9892890453338623
1806.mp4,0.004108781460672617
1819.mp4,0.5439698696136475
1830.mp4,0.8230948448181152
1836.mp4,0.6481274962425232
1846.mp4,0.4605356454849243
1847.mp4,0.12792477011680603
1853.mp4,0.1134766936302185
1861.mp4,0.012762047350406647
1864.mp4,0.9879814386367798
1867.mp4,0.8716385364532471
1878.mp4,0.010309301316738129
1883.mp4,0.9972807765007019
1885.mp4,0.0017576320096850395
